GeneID	padj	pvalue	lfcSE	stat	log2FoldChange	baseMean	Symbol	Description
54809	0.592	0.177	0.7807	-1.3504573	-1.054262	14.99	SAMD9	sterile alpha motif domain containing 9
7789	0.594	0.178	0.3831	1.3460669	0.5156483	129.37	ZXDA	zinc finger X-linked duplicated A
55958	0.595	0.18	0.1219	1.34057	0.1634549	1168.25	KLHL9	kelch like family member 9
338376	0.597	0.181	0.7201	1.3380764	0.9634838	9.76	IFNE	interferon epsilon
85364	0.599	0.182	0.132	-1.3341712	-0.1761302	1041.77	ZCCHC3	zinc finger CCHC-type containing 3
382	0.603	0.185	0.1033	1.3251673	0.1368845	2290.75	ARF6	ADP ribosylation factor 6
347730	0.604	0.186	0.9456	1.321593	1.2497108	765.42	LRRTM1	leucine rich repeat transmembrane neuronal 1
375519	0.604	0.186	0.6767	1.3215069	0.8943032	17.15	GJB7	gap junction protein beta 7
387763	0.604	0.186	0.3012	1.3214734	0.398089	347.88	C11orf96	chromosome 11 open reading frame 96
57124	0.604	0.187	0.5598	-1.3199339	-0.7389461	17.85	CD248	CD248 molecule
441150	0.606	0.188	0.2716	1.3152795	0.3571671	95.49	C6orf226	chromosome 6 open reading frame 226
388730	0.607	0.189	0.3242	-1.3128876	-0.4256193	49.33	TMEM81	transmembrane protein 81
9240	0.608	0.19	0.1491	-1.3119763	-0.1956374	960.4	PNMA1	PNMA family member 1
8111	0.61	0.192	0.5519	1.3061467	0.7208148	32.95	GPR68	G protein-coupled receptor 68
55769	0.61	0.191	0.1629	1.3067925	0.2128835	604.14	ZNF83	zinc finger protein 83
81789	0.61	0.192	0.2753	1.3050058	0.359258	115.19	TIGD6	tigger transposable element derived 6
53947	0.61	0.192	0.4788	1.3039405	0.6242783	350.41	A4GALT	alpha 1,4-galactosyltransferase (P blood group)
10663	0.612	0.194	0.7548	-1.2976625	-0.9794275	12.28	CXCR6	C-X-C motif chemokine receptor 6
79760	0.618	0.199	0.2363	-1.2833455	-0.3032664	508.44	GEMIN7	gem nuclear organelle associated protein 7
1131	0.62	0.2	0.4989	1.2810142	0.6391426	157.41	CHRM3	cholinergic receptor muscarinic 3
79666	0.62	0.2	0.1589	1.2807087	0.203506	463.55	PLEKHF2	pleckstrin homology and FYVE domain containing 2
168620	0.62	0.202	0.6525	-1.2765254	-0.8329231	26.39	BHLHA15	basic helix-loop-helix family member a15
135398	0.622	0.203	0.2293	1.272891	0.2918303	185.17	C6orf141	chromosome 6 open reading frame 141
105371419	0.625	0.206	0.6265	-1.2660221	-0.7931787	13.43	LOC105371419	
100507290	0.625	0.206	0.2152	-1.2659892	-0.2724022	829.43	ZNF865	zinc finger protein 865
23283	0.626	0.207	0.1425	-1.2623627	-0.1798782	913.89	CSTF2T	cleavage stimulation factor subunit 2 tau variant
114932	0.628	0.208	0.1295	1.258311	0.1629399	1772.6	MRFAP1L1	Morf4 family associated protein 1 like 1
56548	0.628	0.208	0.4215	-1.2581793	-0.530262	41.63	CHST7	carbohydrate sulfotransferase 7
7621	0.628	0.209	0.2413	-1.2571111	-0.303393	147.35	ZNF70	zinc finger protein 70
84987	0.629	0.209	0.2268	-1.2559973	-0.2848579	557.24	COX14	cytochrome c oxidase assembly factor COX14
56271	0.631	0.21	0.2635	1.2523119	0.3299686	845.25	BEX4	brain expressed X-linked 4
107986113	0.631	0.212	0.6932	1.2479151	0.8650526	9.26	LOC107986113	
266655	0.631	0.212	0.1561	-1.2479088	-0.194759	878.61	BRD3OS	BRD3 opposite strand
169834	0.633	0.214	0.3529	1.2431173	0.4386713	51.01	ZNF883	zinc finger protein 883
58526	0.634	0.215	0.2009	-1.2403139	-0.2492321	2419.03	MID1IP1	MID1 interacting protein 1
153	0.636	0.217	0.3815	1.2350769	0.4711464	253.27	ADRB1	adrenoceptor beta 1
3667	0.638	0.218	0.3096	-1.2321261	-0.3814087	5177.86	IRS1	insulin receptor substrate 1
26996	0.638	0.219	0.4405	-1.2302008	-0.5418611	333.53	GPR160	G protein-coupled receptor 160
64101	0.638	0.219	0.4383	1.2300621	0.539121	538.59	LRRC4	leucine rich repeat containing 4
8933	0.638	0.219	0.1968	1.2295391	0.2419857	2630.6	RTL8C	retrotransposon Gag like 8C
378884	0.639	0.22	0.7087	1.2264785	0.8692458	17.51	NHLRC1	NHL repeat containing E3 ubiquitin protein ligase 1
8690	0.639	0.221	0.1857	-1.2251168	-0.2275333	339.73	JRKL	JRK like
100144748	0.64	0.221	0.3956	1.2236697	0.4840769	44.3	KLLN	killin, p53 regulated DNA replication inhibitor
64112	0.641	0.222	0.1734	1.2221475	0.2119382	1184.29	MOAP1	modulator of apoptosis 1
9852	0.642	0.222	0.2447	1.2212486	0.2988211	1233.98	EPM2AIP1	EPM2A interacting protein 1
25850	0.643	0.223	0.2716	1.2179419	0.3307389	147.17	ZNF345	zinc finger protein 345
84002	0.643	0.223	0.1387	1.217569	0.1689004	1345.55	B3GNT5	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 5
79102	0.645	0.224	0.2545	-1.2150348	-0.3092671	1300.16	RNF26	ring finger protein 26
51161	0.648	0.227	0.2501	-1.2087828	-0.302286	201.98	C3orf18	chromosome 3 open reading frame 18
79541	0.648	0.227	0.4211	1.2083214	0.5088771	35.94	OR2A4	olfactory receptor family 2 subfamily A member 4
101928527	0.648	0.227	0.2469	1.207506	0.2980956	142.02	PIGBOS1	PIGB opposite strand 1
100129361	0.648	0.228	0.2855	-1.2056216	-0.3441891	575.95	SMIM10L1	small integral membrane protein 10 like 1
56160	0.653	0.233	0.2492	1.1938358	0.297512	339.89	NSMCE3	NSE3 homolog, SMC5-SMC6 complex component
402682	0.655	0.234	0.4551	1.1908943	0.5419852	24.24	UFSP1	UFM1 specific peptidase 1 (inactive)
80775	0.656	0.235	0.272	-1.1884418	-0.3232746	281.36	TMEM177	transmembrane protein 177
440567	0.658	0.236	0.1952	-1.184716	-0.2312993	345.26	UQCRHL	ubiquinol-cytochrome c reductase hinge protein like
550643	0.659	0.238	0.1579	1.1811941	0.186474	659.96	NBDY	negative regulator of P-body association
56475	0.659	0.238	0.8667	1.1800624	1.0227801	39.14	RPRM	reprimo, TP53 dependent G2 arrest mediator homolog
10248	0.659	0.238	0.1516	-1.1789836	-0.1787917	477.26	POP7	POP7 homolog, ribonuclease P/MRP subunit
284098	0.659	0.239	0.3577	-1.1784002	-0.4214601	436.73	PIGW	phosphatidylinositol glycan anchor biosynthesis class W
23617	0.661	0.24	0.5425	-1.174375	-0.6371525	15.01	TSSK2	testis specific serine kinase 2
112268237	0.664	0.243	0.6504	-1.1670758	-0.7590123	11.23	LOC112268237	
51566	0.668	0.247	0.2066	-1.158831	-0.2394491	2268.16	ARMCX3	armadillo repeat containing X-linked 3
6038	0.672	0.253	0.3658	-1.1435894	-0.41836	787.39	RNASE4	ribonuclease A family member 4
63943	0.673	0.254	0.239	-1.1415911	-0.2728603	117.85	FKBPL	FKBP prolyl isomerase like
9069	0.673	0.254	0.1424	1.1417495	0.1626223	1219.25	CLDN12	claudin 12
23580	0.678	0.259	0.2435	-1.1298146	-0.275096	1129.76	CDC42EP4	CDC42 effector protein 4
107984126	0.68	0.261	0.6975	1.1251905	0.7848748	11.39	LOC107984126	zinc finger protein 658B-like
10343	0.684	0.265	0.3618	-1.1136496	-0.4029252	40.73	PKDREJ	polycystin family receptor for egg jelly
23212	0.688	0.271	0.2654	-1.1016174	-0.2924203	438.76	RRS1	ribosome biogenesis regulator 1 homolog
115560	0.689	0.273	0.3162	1.0968105	0.3468041	65.35	ZNF501	zinc finger protein 501
389289	0.691	0.275	0.6551	1.0910899	0.7147634	15.43	ANXA2R	annexin A2 receptor
387856	0.694	0.279	0.6244	-1.0821912	-0.6756762	33.86	CCDC184	coiled-coil domain containing 184
51601	0.698	0.283	0.3065	1.0733258	0.3289313	71.49	LIPT1	lipoyltransferase 1
55038	0.702	0.287	0.2111	1.0636308	0.2245509	895.51	CDCA4	cell division cycle associated 4
2298	0.703	0.288	0.6067	-1.0627568	-0.6448264	16.62	FOXD4	forkhead box D4
11007	0.703	0.288	0.2749	1.0619153	0.29193	470.72	CCDC85B	coiled-coil domain containing 85B
60493	0.703	0.288	0.1699	-1.0620398	-0.1804458	846.88	FASTKD5	FAST kinase domains 5
100191040	0.703	0.289	0.478	1.0605054	0.5069148	27.37	C2CD4D	C2 calcium dependent domain containing 4D
56126	0.707	0.292	0.5044	1.0535945	0.5313968	52.77	PCDHB10	protocadherin beta 10
80723	0.707	0.292	0.7955	-1.0530364	-0.8376379	17.56	SLC35G2	solute carrier family 35 member G2
643338	0.707	0.293	0.2651	1.052249	0.2789228	86.85	C15orf62	chromosome 15 open reading frame 62
386724	0.707	0.293	0.2062	-1.0513331	-0.2167912	216.05	AMIGO3	adhesion molecule with Ig like domain 3
150786	0.709	0.294	0.3911	-1.0483462	-0.4100334	32.9	RAB6D	RAB6D, member RAS oncogene family
105379282	0.713	0.301	0.524	-1.0347052	-0.5422217	24.6	LOC105379282	
9997	0.716	0.304	0.1977	-1.0278769	-0.2031871	251.13	SCO2	synthesis of cytochrome C oxidase 2
1812	0.716	0.305	1.1124	-1.025707	-1.1410391	25.24	DRD1	dopamine receptor D1
340526	0.718	0.307	0.316	1.0219612	0.3229469	543.9	RTL5	retrotransposon Gag like 5
2237	0.718	0.308	0.1779	-1.0197212	-0.1814165	1206.57	FEN1	flap structure-specific endonuclease 1
131583	0.718	0.308	0.4005	1.0192308	0.4081783	73.55	FAM43A	family with sequence similarity 43 member A
9495	0.719	0.309	0.4638	-1.018159	-0.472184	36.41	AKAP5	A-kinase anchoring protein 5
26145	0.719	0.309	0.1355	-1.0183091	-0.1379355	1085.26	IRF2BP1	interferon regulatory factor 2 binding protein 1
4783	0.72	0.31	0.1855	1.0152708	0.1883061	633.67	NFIL3	nuclear factor, interleukin 3 regulated
57684	0.72	0.311	0.2218	-1.0126534	-0.2246008	312.46	ZBTB26	zinc finger and BTB domain containing 26
57567	0.72	0.311	0.1762	-1.0131355	-0.1785105	345.6	ZNF319	zinc finger protein 319
102724646	0.721	0.313	0.3827	1.0095036	0.3863339	64.17	LOC102724646	uncharacterized LOC102724646
112268238	0.725	0.318	0.3921	-0.9982344	-0.3914095	107.19	LOC112268238	replaced by ID 554313
3739	0.725	0.318	0.8973	0.9983437	0.8957881	17.15	KCNA4	potassium voltage-gated channel subfamily A member 4
169981	0.727	0.321	0.2327	0.991942	0.230782	490.95	SPIN3	spindlin family member 3
9077	0.728	0.323	0.3951	0.9875856	0.390163	37.29	DIRAS3	DIRAS family GTPase 3
9724	0.728	0.323	0.1758	-0.9882726	-0.1737044	607.59	UTP14C	UTP14C small subunit processome component
6879	0.73	0.325	0.141	-0.9835786	-0.1386932	3485.68	TAF7	TATA-box binding protein associated factor 7
493911	0.731	0.327	0.2616	-0.9796549	-0.2562435	82.41	PHOSPHO2	phosphatase, orphan 2
5813	0.732	0.328	0.1592	-0.9789434	-0.1558178	398.94	PURA	purine rich element binding protein A
55794	0.736	0.332	0.2139	-0.9693828	-0.2073853	243.09	DDX28	DEAD-box helicase 28
2526	0.736	0.333	0.2063	-0.9682623	-0.1997155	284.7	FUT4	fucosyltransferase 4
84945	0.736	0.333	0.1734	-0.9685755	-0.1679944	606.03	ABHD13	abhydrolase domain containing 13
64410	0.737	0.334	0.1862	-0.9662236	-0.1798936	271.47	KLHL25	kelch like family member 25
79896	0.738	0.335	0.2833	0.9640401	0.2730879	269.4	THNSL1	threonine synthase like 1
11219	0.738	0.335	0.6788	-0.9634784	-0.6539771	13.11	TREX2	three prime repair exonuclease 2
221527	0.739	0.337	0.2149	-0.960246	-0.2063669	314.88	ZBTB12	zinc finger and BTB domain containing 12
8705	0.739	0.337	0.4521	0.9599272	0.4339612	80.78	B3GALT4	beta-1,3-galactosyltransferase 4
255275	0.741	0.338	0.5672	-0.9580603	-0.5433644	14.6	MYADML2	myeloid associated differentiation marker like 2
7314	0.744	0.342	0.5251	0.9506035	0.4991751	14644.36	UBB	ubiquitin B
430	0.744	0.342	0.5435	-0.9500767	-0.5163611	26.79	ASCL2	achaete-scute family bHLH transcription factor 2
10670	0.745	0.343	0.134	-0.9479142	-0.1270244	1457.65	RRAGA	Ras related GTP binding A
105376204	0.746	0.345	0.5038	0.9439432	0.4755765	35.58	LOC105376204	uncharacterized LOC105376204
116115	0.746	0.345	0.2163	-0.9439376	-0.2041838	341.1	ZNF526	zinc finger protein 526
164091	0.746	0.346	0.2822	0.9422145	0.2658876	745.18	PAQR7	progestin and adipoQ receptor family member 7
112970	0.746	0.346	0.3047	-0.9424912	-0.2871573	119.7	KTI12	KTI12 chromatin associated homolog
646817	0.747	0.347	0.7167	0.9409341	0.6743207	10.52	SETSIP	SET like protein
646962	0.747	0.347	0.5478	0.9407779	0.5153596	25.15	HRCT1	histidine rich carboxyl terminus 1
643246	0.747	0.348	0.2537	-0.9393733	-0.2382792	98.19	MAP1LC3B2	microtubule associated protein 1 light chain 3 beta 2
112268140	0.749	0.35	0.2287	0.9352053	0.2138426	115.07	LOC112268140	loricrin-like
100128553	0.751	0.352	0.2421	0.9306711	0.2252979	143.91	CTAGE4	CTAGE family member 4
100528020	0.751	0.352	0.5973	-0.9303371	-0.5556575	18.98	FAM187A	family with sequence similarity 187 member A
140701	0.751	0.353	0.2325	0.9283541	0.2158644	159.12	ABHD16B	abhydrolase domain containing 16B
81932	0.755	0.358	0.2386	-0.9191256	-0.2192915	478.58	HDHD3	haloacid dehalogenase like hydrolase domain containing 3
1241	0.755	0.358	0.2184	0.9196028	0.2008719	288.99	LTB4R	leukotriene B4 receptor
5540	0.755	0.36	0.4324	0.9161783	0.3961481	46.14	NPY4R	neuropeptide Y receptor Y4
79803	0.756	0.36	0.1812	0.9152297	0.1658299	370.42	HPS6	HPS6 biogenesis of lysosomal organelles complex 2 subunit 3
122809	0.756	0.36	0.1048	-0.914504	-0.0958196	946.89	SOCS4	suppressor of cytokine signaling 4
83443	0.756	0.361	0.1342	-0.9138759	-0.1226715	1642.11	SF3B5	splicing factor 3b subunit 5
65124	0.757	0.362	0.2689	0.912335	0.2453322	1159.63	SOWAHC	sosondowah ankyrin repeat domain family member C
8326	0.757	0.362	0.4441	-0.9113075	-0.4046974	36.84	FZD9	frizzled class receptor 9
10052	0.758	0.364	0.259	-0.9071251	-0.2349066	736.53	GJC1	gap junction protein gamma 1
2650	0.76	0.367	0.2494	0.9021667	0.2249693	911.68	GCNT1	glucosaminyl (N-acetyl) transferase 1
56128	0.763	0.37	0.6698	0.8973467	0.6010529	11.48	PCDHB8	protocadherin beta 8
84948	0.763	0.37	0.1657	-0.8969406	-0.1486026	378.84	TIGD5	tigger transposable element derived 5
90843	0.763	0.37	0.1363	-0.8955614	-0.1221009	1253.7	TCEAL8	transcription elongation factor A like 8
29071	0.763	0.371	0.1508	0.89545	0.1350532	512.43	C1GALT1C1	C1GALT1 specific chaperone 1
57827	0.763	0.371	0.142	0.8943069	0.1270024	668.95	C6orf47	chromosome 6 open reading frame 47
4692	0.768	0.377	0.1067	-0.8842503	-0.0943209	1766.56	NDN	necdin, MAGE family member
100996758	0.769	0.378	0.5066	0.8825098	0.4470815	34.45	NPY4R2	neuropeptide Y receptor Y4-2
63979	0.771	0.38	0.2254	-0.8779958	-0.1979248	640.6	FIGNL1	fidgetin like 1
100128731	0.773	0.383	0.1253	-0.8726868	-0.109326	1639.0	OST4	oligosaccharyltransferase complex subunit 4, non-catalytic
22822	0.773	0.383	0.2816	0.8717631	0.2454594	1254.08	PHLDA1	pleckstrin homology like domain family A member 1
51157	0.773	0.383	0.118	-0.8719983	-0.1028616	887.63	ZNF580	zinc finger protein 580
340578	0.773	0.383	0.489	-0.8720524	-0.4264704	22.84	DCAF12L2	DDB1 and CUL4 associated factor 12 like 2
107986175	0.774	0.384	0.572	-0.8709444	-0.4981395	16.11	LOC107986175	
85012	0.776	0.386	0.2867	-0.8672522	-0.2486676	362.02	TCEAL3	transcription elongation factor A like 3
643155	0.776	0.386	0.1523	-0.8665817	-0.1320209	1122.56	SMIM15	small integral membrane protein 15
55783	0.776	0.387	0.2213	0.865493	0.1915148	496.1	CMTR2	cap methyltransferase 2
401934	0.777	0.387	0.8444	0.8645361	0.7299974	25.97	RNF223	ring finger protein 223
64789	0.777	0.388	0.2137	-0.8640176	-0.1846415	229.32	EXO5	exonuclease 5
56413	0.777	0.388	0.3228	0.8641231	0.2789165	58.18	LTB4R2	leukotriene B4 receptor 2
114990	0.777	0.389	0.2784	0.8615571	0.2398546	624.69	VASN	vasorin
22928	0.777	0.389	0.1468	-0.8616262	-0.126496	1301.98	SEPHS2	selenophosphate synthetase 2
65999	0.779	0.392	0.7561	-0.8557015	-0.6469662	171.4	LRRC61	leucine rich repeat containing 61
79697	0.779	0.393	0.2064	-0.8545336	-0.1763999	205.32	RIOX1	ribosomal oxygenase 1
51315	0.78	0.394	0.2123	0.8526653	0.1810157	482.33	KRCC1	lysine rich coiled-coil 1
79680	0.78	0.394	0.2365	0.8527237	0.2016469	2273.61	RTL10	retrotransposon Gag like 10
23769	0.783	0.4	0.4494	-0.8421687	-0.3784795	54.42	FLRT1	fibronectin leucine rich transmembrane protein 1
27304	0.784	0.401	0.2658	-0.840713	-0.2234774	222.94	MOCS3	molybdenum cofactor synthesis 3
84226	0.784	0.401	0.2806	0.8400826	0.2357595	75.69	C2orf16	chromosome 2 open reading frame 16
87769	0.784	0.402	0.3045	0.8387129	0.2553829	116.73	GGACT	gamma-glutamylamine cyclotransferase
54785	0.784	0.402	0.3209	-0.8385458	-0.2691136	146.08	BORCS6	BLOC-1 related complex subunit 6
342371	0.785	0.402	0.1445	-0.8372495	-0.120941	2090.02	ATXN1L	ataxin 1 like
255783	0.785	0.403	0.1713	0.835987	0.1432321	267.2	INAFM1	InaF motif containing 1
56121	0.785	0.404	0.6155	-0.8348604	-0.5138343	75.19	PCDHB15	protocadherin beta 15
2525	0.785	0.404	0.679	-0.8346857	-0.566761	211.4	FUT3	fucosyltransferase 3 (Lewis blood group)
8325	0.785	0.404	0.3055	-0.8340181	-0.2547685	356.45	FZD8	frizzled class receptor 8
105379752	0.786	0.405	0.79	0.8335007	0.6584782	15.43	LOC105379752	
440021	0.786	0.405	0.6414	0.833017	0.5343249	21.53	KRTAP5-2	keratin associated protein 5-2
84842	0.787	0.408	0.4411	-0.82826	-0.3653826	42.17	HPDL	4-hydroxyphenylpyruvate dioxygenase like
107984745	0.788	0.409	0.5829	-0.8253673	-0.4810927	16.58	LOC107984745	
55654	0.789	0.41	0.1272	0.8238963	0.1048222	1674.98	TMEM127	transmembrane protein 127
378925	0.789	0.411	0.9237	0.8218115	0.7590665	7.89	RNF148	ring finger protein 148
132430	0.791	0.415	0.3211	0.8152758	0.2617978	168.2	PABPC4L	poly(A) binding protein cytoplasmic 4 like
83903	0.795	0.421	0.2601	-0.8044612	-0.2092258	81.98	HASPIN	histone H3 associated protein kinase
150353	0.796	0.422	0.6339	-0.8032707	-0.5091769	11.61	DNAJB7	DnaJ heat shock protein family (Hsp40) member B7
51287	0.799	0.426	0.1277	0.7963546	0.101706	876.76	COA4	cytochrome c oxidase assembly factor 4 homolog
114928	0.799	0.426	0.3867	0.7968331	0.3081217	88.9	GPRASP2	G protein-coupled receptor associated sorting protein 2
100528062	0.8	0.429	0.2522	0.7911804	0.1995115	331.15	ARMCX5-GPRASP2	ARMCX5-GPRASP2 readthrough
84992	0.8	0.432	0.142	0.7863776	0.1116986	615.46	PIGY	phosphatidylinositol glycan anchor biosynthesis class Y
55272	0.8	0.43	0.1596	-0.7895839	-0.1260358	803.33	IMP3	IMP U3 small nucleolar ribonucleoprotein 3
57191	0.8	0.432	0.4231	0.7856211	0.3323875	25.21	VN1R1	vomeronasal 1 receptor 1
1230	0.801	0.434	0.6689	-0.7820191	-0.5231186	241.69	CCR1	C-C motif chemokine receptor 1
389677	0.803	0.437	0.1544	-0.7770807	-0.1200133	774.45	RBM12B	RNA binding motif protein 12B
79660	0.804	0.439	0.2157	-0.7744649	-0.167029	6033.07	PPP1R3B	protein phosphatase 1 regulatory subunit 3B
259295	0.806	0.441	0.4787	-0.7707551	-0.3689735	25.71	TAS2R20	taste 2 receptor member 20
166815	0.809	0.446	0.1684	0.7619437	0.1283258	221.23	TIGD2	tigger transposable element derived 2
23403	0.81	0.448	0.211	0.7593717	0.1601971	707.58	FBXO46	F-box protein 46
30816	0.811	0.453	1.0701	-0.7512516	-0.8038833	8.22	ERVW-1	endogenous retrovirus group W member 1, envelope
142684	0.811	0.452	0.4874	-0.7522993	-0.3666971	19.23	RAB40A	RAB40A, member RAS oncogene family
23237	0.815	0.458	0.4864	0.7429327	0.3613907	39.49	ARC	activity regulated cytoskeleton associated protein
2086	0.815	0.459	0.2589	0.7403998	0.1916617	423.04	ERV3-1	endogenous retrovirus group 3 member 1, envelope
9367	0.816	0.46	0.1296	-0.7393242	-0.0958258	575.85	RAB9A	RAB9A, member RAS oncogene family
84872	0.817	0.462	0.2031	-0.7349099	-0.1492748	225.4	ZC3H10	zinc finger CCCH-type containing 10
4808	0.818	0.464	0.7231	-0.7317462	-0.5291611	24.16	NHLH2	nescient helix-loop-helix 2
153743	0.819	0.465	0.6805	0.7311681	0.4975431	9.41	PPP1R2B	PPP1R2 family member B
170487	0.82	0.47	0.5014	0.7231243	0.3626024	45.35	ACTL10	actin like 10
1129	0.822	0.472	0.8661	0.7192531	0.6229666	10.07	CHRM2	cholinergic receptor muscarinic 2
503542	0.823	0.474	0.2775	-0.7164649	-0.1988118	92.49	SPRN	shadow of prion protein
5724	0.823	0.475	0.9361	-0.7147809	-0.6691105	21.59	PTAFR	platelet activating factor receptor
5453	0.823	0.475	0.7162	0.7145412	0.5117751	15.81	POU3F1	POU class 3 homeobox 1
29057	0.823	0.476	0.1869	0.7130655	0.1332843	288.58	FAM156A	family with sequence similarity 156 member A
56131	0.825	0.479	0.4822	0.7079065	0.3413233	50.86	PCDHB4	protocadherin beta 4
643854	0.825	0.479	0.3061	0.7079256	0.216689	52.23	CTAGE9	CTAGE family member 9
83742	0.825	0.479	0.316	0.7076338	0.2236301	1319.24	MARVELD1	MARVEL domain containing 1
9074	0.825	0.48	0.0905	-0.7058093	-0.063892	8602.52	CLDN6	claudin 6
107986084	0.828	0.487	0.5203	0.6946334	0.3613846	23.6	LOC107986084	replaced by ID 7375
10936	0.829	0.488	0.416	-0.693301	-0.2883917	35.61	GPR75	G protein-coupled receptor 75
79134	0.83	0.492	0.2092	0.6878038	0.1438589	1201.33	TMEM185B	transmembrane protein 185B
152756	0.833	0.494	0.5856	0.6834805	0.4002695	25.72	FAM218A	family with sequence similarity 218 member A
126003	0.833	0.495	0.1566	0.6816893	0.1067362	687.4	TRAPPC5	trafficking protein particle complex subunit 5
3790	0.833	0.496	0.1804	-0.6803549	-0.1227107	869.52	KCNS3	potassium voltage-gated channel modifier subfamily S member 3
10690	0.834	0.498	0.3966	0.6781152	0.268937	443.82	FUT9	fucosyltransferase 9
644096	0.834	0.498	0.2032	-0.6783954	-0.1378831	280.54	SDHAF1	succinate dehydrogenase complex assembly factor 1
92935	0.835	0.5	0.2544	-0.6749322	-0.1717091	282.87	MARS2	methionyl-tRNA synthetase 2, mitochondrial
112268219	0.835	0.5	0.2886	-0.6740329	-0.1944924	132.6	LOC112268219	uncharacterized LOC112268219
107986596	0.836	0.501	0.6287	-0.6724743	-0.4227823	14.81	LOC107986596	uncharacterized LOC107986596
1903	0.837	0.503	0.4234	0.6700195	0.2837153	1000.54	S1PR3	sphingosine-1-phosphate receptor 3
648791	0.838	0.505	0.9927	0.6667839	0.6618886	14.73	PPP1R3G	protein phosphatase 1 regulatory subunit 3G
8851	0.839	0.506	0.2315	-0.664414	-0.1538166	102.52	CDK5R1	cyclin dependent kinase 5 regulatory subunit 1
161291	0.84	0.507	0.1995	0.6630568	0.1322858	1226.98	TMEM30B	transmembrane protein 30B
9655	0.841	0.51	0.1633	0.659078	0.1076315	484.73	SOCS5	suppressor of cytokine signaling 5
11277	0.841	0.509	0.4467	0.6596625	0.2946815	30.38	TREX1	three prime repair exonuclease 1
163126	0.841	0.51	0.1835	0.6583547	0.1208401	484.71	EID2	EP300 interacting inhibitor of differentiation 2
494514	0.841	0.511	0.266	0.6565942	0.1746639	146.65	TYMSOS	TYMS opposite strand RNA
6664	0.841	0.512	0.556	0.6563478	0.3649256	2718.44	SOX11	SRY-box transcription factor 11
255374	0.842	0.513	0.321	-0.6541811	-0.2099874	44.78	MBLAC1	metallo-beta-lactamase domain containing 1
84277	0.842	0.515	0.1689	-0.6513617	-0.1100283	485.18	DNAJC30	DnaJ heat shock protein family (Hsp40) member C30
286128	0.842	0.517	0.1907	-0.6485952	-0.1236742	512.64	ZFP41	ZFP41 zinc finger protein
752014	0.843	0.52	0.298	0.6433379	0.1917141	72.31	CEMP1	cementum protein 1
55017	0.844	0.522	0.1225	0.6398033	0.0783519	1137.28	C14orf119	chromosome 14 open reading frame 119
10773	0.845	0.526	0.1711	0.6348306	0.1086183	256.61	ZBTB6	zinc finger and BTB domain containing 6
54344	0.845	0.526	0.2542	0.6346059	0.161293	289.66	DPM3	dolichyl-phosphate mannosyltransferase subunit 3, regulatory
6666	0.845	0.526	0.1648	-0.6345493	-0.1045574	1415.22	SOX12	SRY-box transcription factor 12
128218	0.846	0.527	0.1566	-0.6332647	-0.0991392	1337.21	TMEM125	transmembrane protein 125
285349	0.846	0.528	0.2993	0.6318071	0.1890873	145.31	ZNF660	zinc finger protein 660
158586	0.852	0.539	0.2618	-0.6148382	-0.1609836	603.87	ZXDB	zinc finger X-linked duplicated B
2188	0.853	0.539	0.1978	-0.6136058	-0.1213902	268.85	FANCF	FA complementation group F
55096	0.854	0.541	0.4533	-0.6113594	-0.2771454	29.47	EBLN2	endogenous Bornavirus like nucleoprotein 2
10597	0.855	0.543	0.2401	0.6086843	0.1461556	131.06	TRAPPC2B	trafficking protein particle complex subunit 2B
1132	0.857	0.545	0.1741	0.6049699	0.1053051	305.97	CHRM4	cholinergic receptor muscarinic 4
2527	0.859	0.549	0.7357	-0.5987304	-0.4404939	16.32	FUT5	fucosyltransferase 5
90226	0.862	0.557	0.6604	0.5876472	0.3880642	11.59	UCN2	urocortin 2
54554	0.863	0.559	0.2092	-0.5850545	-0.1223926	203.64	WDR5B	WD repeat domain 5B
107985381	0.863	0.558	0.4215	0.5852055	0.2466799	24.41	LOC107985381	
26167	0.864	0.561	0.6868	-0.5819648	-0.3997103	275.89	PCDHB5	protocadherin beta 5
57717	0.864	0.56	0.5273	0.5822443	0.3070186	18.4	PCDHB16	protocadherin beta 16
347051	0.864	0.56	0.9133	0.5821701	0.531671	12.15	SLC10A5	solute carrier family 10 member 5
84967	0.865	0.561	0.2205	0.580992	0.1281321	291.19	LSM10	LSM10, U7 small nuclear RNA associated
2852	0.865	0.562	0.5141	-0.5801882	-0.2982788	138.93	GPER1	G protein-coupled estrogen receptor 1
283933	0.865	0.562	0.8359	0.5800495	0.4848725	9.06	ZNF843	zinc finger protein 843
116832	0.865	0.564	0.2199	0.5776209	0.1270072	180.94	RPL39L	ribosomal protein L39 like
105375683	0.865	0.562	0.3319	-0.5792223	-0.1922466	52.32	LOC105375683	uncharacterized LOC105375683
3185	0.865	0.563	0.1401	-0.5786134	-0.0810554	8257.92	HNRNPF	heterogeneous nuclear ribonucleoprotein F
101928147	0.866	0.566	0.8676	0.5741704	0.4981691	8.21	C21orf140	chromosome 21 open reading frame 140
138716	0.867	0.569	0.173	0.5701695	0.09864	349.92	RPP25L	ribonuclease P/MRP subunit p25 like
81399	0.867	0.57	0.5121	-0.5681309	-0.2909163	25.88	OR4F16	olfactory receptor family 4 subfamily F member 16
